RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,DiscountPct,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaystoComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
4664,33218,2010-01-06,2010-01-01,25,4000,0.07,160,3720.00,Eric DeCherney,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Apopka,32712,Florida,South,2010-01-08,2,Development - Java,Development,Strategy,Olivia Sullivan,Frank Mitchell,53,1,0.67
4665,33218,2010-01-06,2010-01-01,29,3625,0.04,125,3480.00,Eric DeCherney,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Apopka,32712,Florida,South,2010-01-07,1,Training - SQL,Training,.Net,Isabella Douglas,Frank Mitchell,75,1,0.40
4666,33219,2011-12-10,2011-12-01,32,4000,0,125,4000.00,Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Laredo,78041,Texas,Central,2011-12-11,1,Training - Development,Training,Java,Liam Franklin,Josh Martinez,52,1,0.58
4667,33220,2009-04-15,2009-04-01,49,8330,0.09,170,7580.30,Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,Mississippi,South,2009-04-15,0,Development - .Net,Development,Big Data,William Bufont,Frank Mitchell,62,1,0.64
4668,33220,2009-04-15,2009-04-01,40,5000,0.1,125,4500.00,Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,Mississippi,South,2009-04-18,3,Training - SQL,Training,Market Research,Emily Taylor,Frank Mitchell,62,1,0.50
4669,33222,2012-06-19,2012-06-01,18,2880,0.05,160,2736.00,Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Costa Mesa,92627,California,West,2012-06-21,2,Development - Java,Development,Development,Noah Smith,Bob Turner,59,1,0.63
4670,33222,2012-06-19,2012-06-01,30,3750,0.1,125,3375.00,Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Costa Mesa,92627,California,West,2012-06-20,1,Training - Development,Training,Java,Noah Smith,Bob Turner,59,1,0.53
4671,33222,2012-06-19,2012-06-01,48,5760,0.02,120,5644.80,Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Costa Mesa,92627,California,West,2012-06-21,2,Development - Business Logic,Development,Python,Madison Hill,Bob Turner,58,1,0.52
4672,33250,2009-06-25,2009-06-01,40,6800,0.04,170,6528.00,Guy Takahito,"Xilinx, Inc.",Technology,Semiconductors,Springfield,65807,MO,Central,2009-06-27,2,Development - .Net,Development,Front End Web,Ethan Bird,Josh Martinez,60,1,0.65
4673,33253,2011-11-30,2011-11-01,6,720,0.08,120,662.40,Katherine Ballard,Yahoo! Inc.,Technology,EDP Services,Passaic,7055,New Jersey,East,2011-12-02,2,Development - Business Logic,Development,PHP,Madison Hill,Allen Young,58,1,0.52
4674,33253,2011-11-30,2011-11-01,17,2550,0.04,150,2448.00,Katherine Ballard,Yahoo! Inc.,Technology,EDP Services,Westbrook,4092,Maine,East,2011-12-02,2,Consulting - Market Research,Consulting,Business Logic,Alexander Edison,Allen Young,70,1,0.53
4675,33254,2011-11-03,2011-11-01,11,1375,0.01,125,1361.25,Keith Beeghly,Altera Corporation,Technology,Semiconductors,Paragould,72450,Arkansas,South,2011-11-05,2,Training - SQL,Training,Business Logic,Isabella Douglas,Frank Mitchell,75,1,0.40
4676,33255,2010-06-24,2010-06-01,19,2090,0.08,110,1922.80,Russell Redmond,Cerner Corporation,Technology,EDP Services,La Vista,68128,Nebraska,Central,2010-06-25,1,Development - Python,Development,Big Data,Michael Alister,Josh Martinez,68,1,0.38
4677,33283,2010-03-20,2010-03-01,48,6000,0.02,125,5880.00,Frank Granlund,Mylan Inc.,Health Care,Major Pharmaceuticals,Yakima,98902,Washington,West,2010-03-20,0,Training - Javascript,Training,Tableau,Alexander Edison,Bob Turner,70,1,0.44
4678,33284,2012-03-31,2012-03-01,21,2625,0.01,125,2598.75,Lela Demir,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Sterling Heights,48310,Michigan,Central,2012-04-02,2,Training - SQL,Training,Tableau,Elizabeth Carter,Josh Martinez,52,1,0.58
4679,33285,2012-01-19,2012-01-01,5,1000,0.01,200,990.00,Michael Goranitis,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Lehigh Acres,33971,Florida,South,2012-01-20,1,Development - Big Data,Development,Javascript,Abigail Young,Frank Mitchell,50,1,0.75
4680,33287,2011-04-22,2011-04-01,44,6600,0,150,6600.00,Mike Lanier,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Holland,49423,Michigan,Central,2011-04-25,3,Consulting - Strategy,Consulting,Front End Web,Mason Gibson,Josh Martinez,71,1,0.53
4681,33317,2009-05-11,2009-05-01,35,5950,0.08,170,5474.00,Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,California,West,2009-05-13,2,Development - .Net,Development,Scala,Emma Watson,Bob Turner,67,1,0.61
4682,33317,2009-05-11,2009-05-01,18,2880,0.03,160,2793.60,Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,California,West,2009-05-12,1,Development - Java,Development,Python,Ava Wilson,Bob Turner,67,1,0.58
4683,33317,2009-05-11,2009-05-01,5,1000,0.03,200,970.00,Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,California,West,2009-05-11,0,Development - Big Data,Development,Java,Emma Watson,Bob Turner,67,1,0.67
4684,33317,2009-05-11,2009-05-01,13,1950,0.09,150,1774.50,Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,California,West,2009-05-13,2,Consulting - Market Research,Consulting,Python,Alexander Edison,Bob Turner,70,1,0.53
4685,33319,2009-03-27,2009-03-01,11,1375,0.01,125,1361.25,Don Shami,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Bethlehem,18018,Pennsylvania,East,2009-03-30,3,Training - Development,Training,Python,Madison Hill,Allen Young,58,1,0.54
4686,33350,2009-07-21,2009-07-01,1,160,0.1,160,144.00,Kelly Bensley,"Applied Materials, Inc.",Technology,Semiconductors,Greer,29651,South Carolina,South,2009-07-21,0,Development - Java,Development,Python,Liam Franklin,Frank Mitchell,52,1,0.68
4687,33377,2011-07-31,2011-07-01,20,2200,0.06,110,2068.00,Beth Hughes,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Bloomington,61701,Illinois,Central,2011-08-02,2,Development - Python,Development,Market Research,Isabella Douglas,Josh Martinez,75,1,0.32
4688,33377,2011-07-31,2011-07-01,19,2660,0.04,140,2553.60,Beth Hughes,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Bloomington,61701,Illinois,Central,2011-08-01,1,Development - Front End Web,Development,SQL,Olivia Sullivan,Josh Martinez,53,1,0.62
4689,33378,2012-04-27,2012-04-01,25,2750,0.1,110,2475.00,Joseph Fritzler,The Priceline Group Inc.,Miscellaneous,Business Services,Creve Coeur,63141,MO,Central,2012-04-28,1,Development - PHP,Development,Python,Sophia Dixon,Josh Martinez,71,1,0.35
4690,33414,2012-02-10,2012-02-01,9,1080,0.03,120,1047.60,Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Virginia,South,2012-02-10,0,Development - Business Logic,Development,Business Logic,Jayden Hamilton,Frank Mitchell,71,1,0.41
4691,33444,2012-10-06,2012-10-01,11,1320,0.09,120,1201.20,Alan Reichenbach,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Streamwood,60107,Illinois,Central,2012-10-07,1,Development - Business Logic,Development,Market Research,Emma Watson,Josh Martinez,67,1,0.44
4692,33444,2012-10-06,2012-10-01,8,1600,0.07,200,1488.00,Alan Reichenbach,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Streamwood,60107,Illinois,Central,2012-10-08,2,Development - Big Data,Development,Business Logic,Emily Taylor,Josh Martinez,62,1,0.69
4693,33445,2012-08-02,2012-08-01,18,2250,0.07,125,2092.50,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2012-08-07,5,Training - Tableau,Training,SQL,Mason Gibson,Bob Turner,71,1,0.43
4694,33445,2012-08-02,2012-08-01,49,6125,0.01,125,6063.75,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2012-08-07,5,Training - Tableau,Training,SQL,Alexander Edison,Bob Turner,70,1,0.44
4695,33445,2012-08-02,2012-08-01,16,2000,0.05,125,1900.00,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2012-08-04,2,Training - Javascript,Training,Big Data,Mia Moore,Bob Turner,51,1,0.59
4696,33473,2011-01-04,2011-01-01,50,7000,0.08,140,6440.00,Michelle Foster,"Analog Devices, Inc.",Technology,Semiconductors,Richmond,40475,Kentucky,South,2011-01-04,0,Development - Front End Web,Development,SQL,Mason Gibson,Frank Mitchell,71,1,0.49
4697,33477,2012-10-19,2012-10-01,28,5600,0.08,200,5152.00,Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Laredo,78041,Texas,Central,2012-10-21,2,Development - Scala,Development,Java,Jayden Hamilton,Josh Martinez,71,1,0.65
4698,33478,2010-06-14,2010-06-01,21,2310,0.04,110,2217.60,Natalie Krohn,Comcast Corporation,Consumer Services,Television Services,Edgewood,21040,Maryland,East,2010-06-16,2,Development - Python,Development,Strategy,Jayden Hamilton,Allen Young,71,1,0.35
4699,33479,2012-09-18,2012-09-01,50,8000,0.07,160,7440.00,Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Boise,83701,Idaho,West,2012-09-20,2,Development - Java,Development,Market Research,Ava Wilson,Bob Turner,67,1,0.58
4700,33479,2012-09-18,2012-09-01,27,2970,0.06,110,2791.80,Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Boise,83701,Idaho,West,2012-09-20,2,Development - Python,Development,SQL,Sophia Dixon,Bob Turner,71,1,0.35
4701,33479,2012-09-18,2012-09-01,24,2640,0.04,110,2534.40,Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Miramar,33023,Florida,South,2012-09-20,2,Development - Python,Development,Javascript,Olivia Sullivan,Frank Mitchell,53,1,0.52
4702,33505,2010-09-25,2010-09-01,32,3520,0.09,110,3203.20,Pete Collister,"Micron Technology, Inc.",Technology,Semiconductors,Ponca City,74601,Oklahoma,Central,2010-09-29,4,Development - Python,Development,Python,Mason Gibson,Josh Martinez,71,1,0.35
4703,33505,2010-09-25,2010-09-01,35,5250,0.07,150,4882.50,Pete Collister,"Micron Technology, Inc.",Technology,Semiconductors,Ponca City,74601,Oklahoma,Central,2010-09-25,0,Consulting - Market Research,Consulting,Java,Abigail Young,Josh Martinez,50,1,0.67
4704,33510,2011-12-02,2011-12-01,42,5250,0.03,125,5092.50,Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Upper Arlington,43221,Ohio,East,2011-12-03,1,Training - SQL,Training,Java,Olivia Sullivan,Allen Young,53,1,0.58
4705,33510,2011-12-02,2011-12-01,11,1210,0.06,110,1137.40,Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Upper Arlington,43221,Ohio,East,2011-12-02,0,Development - Python,Development,SQL,Emma Watson,Allen Young,67,1,0.39
4706,33537,2010-08-13,2010-08-01,26,3120,0.07,120,2901.60,Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Myers,33917,Florida,South,2010-08-15,2,Development - Business Logic,Development,Market Research,Noah Smith,Frank Mitchell,59,1,0.51
4707,33537,2010-08-13,2010-08-01,9,1350,0.02,150,1323.00,Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Myers,33917,Florida,South,2010-08-14,1,Consulting - Market Research,Consulting,Python,Ethan Bird,Frank Mitchell,60,1,0.60
4708,33540,2011-06-06,2011-06-01,21,2520,0.1,120,2268.00,Barry Williamson,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Pikesville,21208,Maryland,East,2011-06-10,4,Development - Business Logic,Development,Strategy,Michael Alister,Allen Young,68,1,0.43
4709,33541,2012-06-19,2012-06-01,43,5375,0.08,125,4945.00,John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Huber Heights,45424,Ohio,East,2012-06-19,0,Training - SQL,Training,Big Data,Elizabeth Carter,Allen Young,52,1,0.58
4710,33568,2012-07-21,2012-07-01,10,1250,0.02,125,1225.00,Frank Pryor,"NetApp, Inc.",Technology,Electronic Components,Coos Bay,97420,Oregon,West,2012-07-22,1,Training - SQL,Training,SQL,Jacob Manziel,Bob Turner,57,1,0.54
4711,33568,2012-07-21,2012-07-01,23,4600,0.01,200,4554.00,Frank Pryor,"NetApp, Inc.",Technology,Electronic Components,Coos Bay,97420,Oregon,West,2012-07-22,1,Development - Big Data,Development,Development,Olivia Sullivan,Bob Turner,53,1,0.74
4712,33569,2009-08-28,2009-08-01,9,1125,0.09,125,1023.75,Matthew Nguyen,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Winter Garden,34787,Florida,South,2009-09-01,4,Training - SQL,Training,Javascript,William Bufont,Frank Mitchell,62,1,0.50
4713,33570,2012-12-16,2012-12-01,46,7360,0.05,160,6992.00,Ken Soltero,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Red Wing,55066,Minnesota,Central,2012-12-18,2,Development - Java,Development,Business Logic,Emily Taylor,Josh Martinez,62,1,0.61
4714,33570,2012-12-16,2012-12-01,1,150,0.01,150,148.50,Ken Soltero,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Red Wing,55066,Minnesota,Central,2012-12-18,2,Consulting - Strategy,Consulting,Business Logic,Emma Watson,Josh Martinez,67,1,0.55
4715,33570,2012-12-16,2012-12-01,19,2850,0.07,150,2650.50,Ken Soltero,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Red Wing,55066,Minnesota,Central,2012-12-16,0,Consulting - Market Research,Consulting,Business Model,Ava Wilson,Josh Martinez,67,1,0.55
4716,33571,2011-10-11,2011-10-01,1,125,0.03,125,121.25,Steven Haberlin,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Oakland Park,33334,Florida,South,2011-10-14,3,Training - SQL,Training,Big Data,Sophia Dixon,Frank Mitchell,71,1,0.43
4717,33573,2010-10-04,2010-10-01,15,1875,0.06,125,1762.50,Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Upper Arlington,43221,Ohio,East,2010-10-04,0,Training - Javascript,Training,Development,Elizabeth Carter,Allen Young,52,1,0.58
4718,33600,2010-10-06,2010-10-01,42,4620,0.06,110,4342.80,Sonia Kane,Marriott International,Consumer Services,Hotels/Resorts,Leavenworth,66048,Kansas,Central,2010-10-08,2,Development - Python,Development,Python,Olivia Sullivan,Josh Martinez,53,1,0.52
4719,33604,2011-08-18,2011-08-01,10,1600,0.04,160,1536.00,Yana Gonzalez,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Fairfield,94533,California,West,2011-08-20,2,Development - Java,Development,Python,Daniel Tusk,Bob Turner,45,1,0.72
4720,33605,2012-04-03,2012-04-01,42,6720,0.04,160,6451.20,John Ashbrook,"Micron Technology, Inc.",Technology,Semiconductors,Jonesboro,72401,Arkansas,South,2012-04-05,2,Development - Java,Development,Java,Sophia Dixon,Frank Mitchell,71,1,0.56
4721,33606,2012-03-01,2012-03-01,46,5750,0.05,125,5462.50,Theresa Dickinson,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Port Chester,10573,New York,East,2012-03-03,2,Training - SQL,Training,Scala,Daniel Tusk,Allen Young,45,1,0.64
4722,33632,2010-03-13,2010-03-01,8,1200,0.06,150,1128.00,Alex Daniels,Cerner Corporation,Technology,EDP Services,Lenexa,66215,Kansas,Central,2010-03-14,1,Consulting - Market Research,Consulting,Business Model,Alexander Edison,Josh Martinez,70,1,0.53
4723,33634,2010-08-31,2010-08-01,40,4400,0.05,110,4180.00,Brooke Abelman,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Redmond,97756,Oregon,West,2010-09-02,2,Development - Python,Development,Big Data,Mason Gibson,Bob Turner,71,1,0.35
4724,33635,2009-07-12,2009-07-01,5,750,0.04,150,720.00,Darrin Cousins,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Altoona,16602,Pennsylvania,East,2009-07-13,1,Consulting - Strategy,Consulting,Big Data,Mia Moore,Allen Young,51,1,0.66
4725,33635,2009-07-12,2009-07-01,4,800,0.07,200,744.00,Darrin Cousins,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Altoona,16602,Pennsylvania,East,2009-07-13,1,Development - Big Data,Development,Big Data,Ethan Bird,Allen Young,60,1,0.70
4726,33637,2012-11-24,2012-11-01,35,4375,0.07,125,4068.75,Michael Goranitis,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Lehigh Acres,33971,Florida,South,2012-11-26,2,Training - SQL,Training,Development,Olivia Sullivan,Frank Mitchell,53,1,0.58
4727,33665,2011-05-25,2011-05-01,45,5625,0.08,125,5175.00,Lisa Ann Reed,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Liberal,67901,Kansas,Central,2011-05-30,5,Training - Development,Training,Database,Emma Watson,Josh Martinez,67,1,0.46
4728,33666,2012-07-16,2012-07-01,17,2125,0.02,125,2082.50,Theresa Dickinson,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Port Chester,10573,New York,East,2012-07-18,2,Training - Javascript,Training,Big Data,Liam Franklin,Allen Young,52,1,0.58
4729,33670,2012-04-27,2012-04-01,50,6000,0.03,120,5820.00,Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Pierce,34982,Florida,South,2012-04-29,2,Development - Business Logic,Development,SQL,Mia Moore,Frank Mitchell,51,1,0.58
4730,33670,2012-04-27,2012-04-01,4,480,0.06,120,451.20,Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Pierce,34982,Florida,South,2012-04-28,1,Development - Business Logic,Development,Python,Jayden Hamilton,Frank Mitchell,71,1,0.41
4731,33696,2009-05-07,2009-05-01,2,300,0.06,150,282.00,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,West Hollywood,90069,California,West,2009-05-09,2,Consulting - Business Model,Consulting,Business Logic,Emma Watson,Bob Turner,67,1,0.55
4732,33699,2009-07-26,2009-07-01,18,3600,0.07,200,3348.00,Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Agawam,1001,MA,East,2009-08-02,7,Development - Big Data,Development,Compensation,Noah Smith,Allen Young,59,1,0.71
4733,33699,2009-07-26,2009-07-01,13,1625,0.05,125,1543.75,Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Fort Lee,7024,New Jersey,East,2009-07-30,4,Training - Development,Training,Business Logic,Isabella Douglas,Allen Young,75,1,0.40
4734,33699,2009-07-26,2009-07-01,31,3410,0.06,110,3205.40,Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Winchester,1890,MA,East,2009-07-31,5,Development - Python,Development,Big Data,Emma Watson,Allen Young,67,1,0.39
4735,33700,2011-04-07,2011-04-01,36,3960,0,110,3960.00,Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Pahrump,89041,Nevada,West,2011-04-11,4,Development - Python,Development,Market Research,Isabella Douglas,Bob Turner,75,1,0.32
4736,33701,2009-10-01,2009-10-01,35,5600,0.08,160,5152.00,Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,Mississippi,South,2009-10-03,2,Development - Java,Development,Java,Emily Taylor,Frank Mitchell,62,1,0.61
4737,33702,2012-09-02,2012-09-01,14,2800,0,200,2800.00,Adam Phonely,"Automatic Data Processing, Inc.",Technology,EDP Services,Lake Forest,92630,California,West,2012-09-03,1,Development - Scala,Development,SQL,Daniel Tusk,Bob Turner,45,1,0.78
4738,33703,2010-02-06,2010-02-01,4,600,0.08,150,552.00,Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,Illinois,Central,2010-02-07,1,Consulting - Business Model,Consulting,Strategy,Emily Taylor,Josh Martinez,62,1,0.59
4739,33703,2010-02-06,2010-02-01,25,5000,0,200,5000.00,Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,Illinois,Central,2010-02-07,1,Development - Big Data,Development,SQL,Alexander Edison,Josh Martinez,70,1,0.65
4740,33703,2010-02-06,2010-02-01,4,800,0.08,200,736.00,Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,Illinois,Central,2010-02-08,2,Development - Big Data,Development,.Net,Madison Hill,Josh Martinez,58,1,0.71
4741,33729,2012-09-19,2012-09-01,26,5200,0.07,200,4836.00,Anthony Haberlin,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Fountain,80817,Colorado,West,2012-09-20,1,Development - Big Data,Development,SQL,Abigail Young,Bob Turner,50,1,0.75
4742,33731,2012-10-08,2012-10-01,27,3375,0.02,125,3307.50,Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Goldsboro,27534,North Carolina,South,2012-10-09,1,Training - Development,Training,Python,Noah Smith,Frank Mitchell,59,1,0.53
4743,33731,2012-10-08,2012-10-01,32,4480,0.09,140,4076.80,Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Goldsboro,27534,North Carolina,South,2012-10-08,0,Development - Database,Development,Business Logic,Elizabeth Carter,Frank Mitchell,52,1,0.63
4744,33731,2012-10-08,2012-10-01,12,2400,0.05,200,2280.00,Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Greensboro,27405,North Carolina,South,2012-10-10,2,Development - Big Data,Development,SQL,Noah Smith,Frank Mitchell,59,1,0.71
4745,33732,2009-08-28,2009-08-01,33,4125,0.05,125,3918.75,Heather Schneider,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Bay City,48708,Michigan,Central,2009-08-29,1,Training - SQL,Training,Python,Ava Wilson,Josh Martinez,67,1,0.46
4746,33734,2011-10-17,2011-10-01,13,1430,0.05,110,1358.50,Jamie McClure,Catamaran Corporation,Finance,Specialty Insurers,East Saint Louis,62205,Illinois,Central,2011-10-18,1,Development - Python,Development,PHP,Olivia Sullivan,Josh Martinez,53,1,0.52
4747,33761,2012-08-04,2012-08-01,45,5400,0.06,120,5076.00,Pierre Bellavance,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Nutley,7110,New Jersey,East,2012-08-05,1,Development - Business Logic,Development,Java,Madison Hill,Allen Young,58,1,0.52
4748,33763,2010-09-23,2010-09-01,23,3450,0.08,150,3174.00,Evan Ryan,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Hammond,46324,Indiana,Central,2010-09-25,2,Consulting - Compensation,Consulting,Big Data,Emily Taylor,Josh Martinez,62,1,0.59
4749,33764,2011-02-10,2011-02-01,31,3720,0.01,120,3682.80,Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,North Babylon,11703,New York,East,2011-02-11,1,Development - Business Logic,Development,Big Data,Noah Smith,Allen Young,59,1,0.51
4750,33764,2011-02-10,2011-02-01,4,800,0,200,800.00,Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,Washington,West,2011-02-12,2,Development - Big Data,Development,.Net,Sophia Dixon,Bob Turner,71,1,0.65
4751,33764,2011-02-10,2011-02-01,6,900,0.06,150,846.00,Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,Washington,West,2011-02-11,1,Consulting - Market Research,Consulting,.Net,Daniel Tusk,Bob Turner,45,1,0.70
4752,33793,2012-06-27,2012-06-01,17,2720,0.03,160,2638.40,Joel Staavos,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Meridian,39301,Mississippi,South,2012-06-28,1,Development - Java,Development,PHP,Emma Watson,Frank Mitchell,67,1,0.58
4753,33794,2011-02-22,2011-02-01,18,2250,0.06,125,2115.00,Ryan Johnson,"Charter Communications, Inc.",Consumer Services,Television Services,North Miami Beach,33160,Florida,South,2011-02-24,2,Training - SQL,Training,Scala,Jacob Manziel,Frank Mitchell,57,1,0.54
4754,33797,2009-01-11,2009-01-01,20,3000,0.08,150,2760.00,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Bellingham,2019,MA,East,2009-01-11,0,Consulting - Strategy,Consulting,PHP,Madison Hill,Allen Young,58,1,0.61
4755,33797,2009-01-11,2009-01-01,44,5500,0.02,125,5390.00,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Beverly,1915,MA,East,2009-01-12,1,Training - SQL,Training,Business Logic,Liam Franklin,Allen Young,52,1,0.58
4756,33797,2009-01-11,2009-01-01,18,3060,0.06,170,2876.40,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Hanson,2341,MA,East,2009-01-12,1,Development - .Net,Development,Python,Emily Taylor,Allen Young,62,1,0.64
4757,33797,2009-01-11,2009-01-01,29,3625,0.05,125,3443.75,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Hawthorne,7506,New Jersey,East,2009-01-13,2,Training - SQL,Training,Front End Web,Elizabeth Carter,Allen Young,52,1,0.58
4758,33797,2009-01-11,2009-01-01,18,1980,0.03,110,1920.60,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Trenton,8601,New Jersey,East,2009-01-11,0,Development - Python,Development,Business Model,William Bufont,Allen Young,62,1,0.44
4759,33824,2011-03-02,2011-03-01,19,2280,0.06,120,2143.20,Katrina Ducich,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Clearfield,84015,Utah,West,2011-03-03,1,Development - Business Logic,Development,Business Model,Elizabeth Carter,Bob Turner,52,1,0.57
4760,33826,2010-12-19,2010-12-01,13,1625,0.03,125,1576.25,Ashley Wiener,Lam Research Corporation,Technology,Industrial Machinery/Components,Gilbert,85234,Arizona,West,2010-12-23,4,Training - SQL,Training,Development,Mia Moore,Bob Turner,51,1,0.59
4761,33857,2010-04-29,2010-04-01,18,1980,0,110,1980.00,Troy Sayre,Comcast Corporation,Consumer Services,Television Services,Lake Worth,33461,Florida,South,2010-04-30,1,Development - Python,Development,Strategy,Ava Wilson,Frank Mitchell,67,1,0.39
4762,33862,2010-06-22,2010-06-01,22,2420,0.03,110,2347.40,Vivek Barchas,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Aspen Hill,20906,Maryland,East,2010-06-23,1,Development - PHP,Development,Market Research,Sophia Dixon,Allen Young,71,1,0.35
4763,33888,2009-08-20,2009-08-01,31,4960,0.04,160,4761.60,Heather Maddox,Altera Corporation,Technology,Semiconductors,Downers Grove,60516,Illinois,Central,2009-08-23,3,Development - Java,Development,Strategy,Alexander Edison,Josh Martinez,70,1,0.56
4764,33888,2009-08-20,2009-08-01,3,600,0.02,200,588.00,Heather Maddox,Altera Corporation,Technology,Semiconductors,Downers Grove,60516,Illinois,Central,2009-08-21,1,Development - Big Data,Development,Python,Ethan Bird,Josh Martinez,60,1,0.70
4765,33888,2009-08-20,2009-08-01,47,9400,0.05,200,8930.00,Heather Maddox,Altera Corporation,Technology,Semiconductors,Downers Grove,60516,Illinois,Central,2009-08-22,2,Development - Big Data,Development,SQL,Isabella Douglas,Josh Martinez,75,1,0.63
