First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
George,Male,9/27/1995,5:04 PM,36749,19.754,false,Finance
Ralph,Male,2/10/2000,4:48 PM,89854,7.227,false,Business Development
Judith,Female,9/3/1989,11:16 AM,134048,6.818,true,Marketing
,Male,12/13/1994,10:34 AM,141311,5.478,,Product
Evelyn,Female,2/10/2002,4:44 AM,123621,19.767,true,Marketing
Rachel,Female,6/23/2011,12:52 AM,54941,3.221,true,Distribution
Maria,,1/18/1986,8:36 PM,106562,4.0,false,Human Resources
Kelly,Female,3/17/2007,6:20 PM,39371,4.068,false,Engineering
Ruby,Female,5/31/2008,8:41 PM,83112,4.083,false,Marketing
Ann,Female,10/3/1980,1:08 AM,96941,10.048,true,Distribution
Kenneth,Male,12/14/1985,6:55 AM,47232,17.862,true,Legal
William,Male,11/18/1993,12:27 PM,54058,5.182,true,Human Resources
,Female,12/27/1980,2:27 AM,80399,12.254,,Distribution
Deborah,Female,2/26/2009,10:17 AM,118043,7.266,true,Business Development
,Male,11/12/2009,2:30 PM,109411,9.494,,Engineering
Julia,Female,8/18/2014,3:12 AM,97566,2.147,false,Marketing
Robert,,12/4/2000,1:20 AM,69267,5.89,true,Sales
,,8/1/1988,1:35 AM,87103,5.665,,
Jesse,,7/16/2014,2:24 AM,98811,7.487,false,Legal
Cynthia,Female,7/12/2006,8:55 AM,149684,7.864,false,Product
Johnny,Male,1/14/2007,2:54 PM,71383,2.097,true,Human Resources
Michael,Male,8/31/2002,1:20 AM,81206,19.908,true,Distribution
Kenneth,Male,1/15/2015,2:41 PM,69112,7.588,true,Finance
Keith,Male,2/12/2003,3:02 PM,120672,19.467,false,Legal
Gerald,Male,5/28/2010,12:26 PM,96511,9.331,false,Human Resources
Carl,,2/11/1982,7:54 AM,49325,2.071,true,Business Development
Douglas,Male,8/4/2007,5:23 AM,132175,2.28,false,Engineering
Carolyn,Female,3/17/2004,6:38 AM,118037,13.492,false,Finance
Joseph,Male,5/23/1985,10:16 PM,139570,15.804,true,Finance
Billy,Male,4/6/2000,3:14 PM,115280,9.153,false,Distribution
Joyce,Female,7/25/2001,6:04 AM,51065,16.807,false,Human Resources
Lillian,Female,8/26/2002,8:53 AM,103854,4.924,true,Distribution
Ruby,Female,8/13/2006,6:27 PM,48354,19.501,false,Business Development
Sandra,Female,2/7/1998,12:39 PM,132327,19.264,false,Product
Louise,Female,2/26/1982,1:03 AM,106362,8.965,false,Sales
Maria,,6/19/1985,1:48 AM,148857,8.738,false,Legal
Brenda,Female,1/3/1981,6:01 PM,131131,11.682,false,Client Services
Stephen,Male,9/10/1990,10:42 PM,129663,15.574,false,Human Resources
Nicole,,5/2/1981,12:03 PM,41449,4.707,false,Finance
Bobby,Male,6/5/1984,7:40 AM,93368,2.88,true,Product
Ernest,Male,9/6/1997,2:02 PM,53335,9.192,false,Product
Charles,Male,9/3/1997,10:04 AM,148291,6.002,false,
Bobby,Male,8/19/1996,1:16 AM,147842,16.158,true,
Diana,Female,11/19/2004,8:47 AM,105066,17.343,true,Business Development
Mildred,Female,4/6/2007,10:06 PM,139284,11.39,true,
Harry,Male,2/10/1985,7:46 PM,63046,10.411,false,Finance
Phillip,,10/20/2003,11:09 AM,89700,2.277,true,
Bonnie,,1/18/2006,6:52 PM,108946,12.211,false,Finance
Marie,Female,12/8/1993,6:28 PM,98406,7.943,true,Product
Sean,Male,4/25/2006,4:51 PM,108581,9.634,false,Human Resources
Robin,Female,10/1/2012,2:44 AM,41808,19.239,false,Business Development
Phillip,Male,10/7/1984,11:05 AM,36837,14.66,false,Marketing
Jerry,Male,3/26/1989,4:15 AM,140850,18.855,false,Finance
Ronald,Male,5/25/1983,10:05 AM,50426,18.536,true,Sales
Phillip,Male,5/15/1984,6:15 AM,134120,6.842,false,Human Resources
Ryan,Male,11/16/2012,1:47 PM,57292,6.01,false,
Karen,Female,8/29/1997,4:56 PM,80633,16.306,false,Legal
Bonnie,Female,8/25/2004,2:17 AM,131943,14.249,false,Client Services
Earl,Male,6/15/2013,3:00 AM,48046,7.737,false,Marketing
Katherine,Female,8/18/2013,3:58 PM,97443,13.657,false,Product
Matthew,Male,8/3/1995,5:39 AM,135352,7.986,true,Business Development
Cynthia,,11/19/1996,10:40 PM,107816,18.751,false,Marketing
Gerald,Male,3/29/2003,10:37 AM,96329,2.469,true,Engineering
Brenda,Female,1/18/2015,4:39 PM,73749,19.332,false,Business Development
Jason,Male,5/1/1998,6:05 PM,75607,4.299,true,Sales
Melissa,Female,9/8/1994,4:11 AM,98858,3.525,true,Human Resources
Beverly,Female,4/11/1998,2:27 PM,76485,9.212,true,Engineering
Terry,,9/11/1992,4:41 PM,41238,8.219,false,Marketing
,Male,9/5/1980,7:36 AM,114896,13.823,,Client Services
Jacqueline,Female,5/25/2003,7:13 PM,125418,8.064,false,Distribution
Amy,Female,5/20/2009,6:26 AM,75415,19.132,false,Client Services
Robert,,5/25/2007,3:17 AM,90998,8.382,false,Finance
Ruby,Female,1/28/1980,11:08 PM,142868,6.318,false,Marketing
Sara,,11/18/2014,2:47 PM,135990,14.344,true,Distribution
Kathryn,Female,10/27/1995,3:39 PM,57300,18.015,false,Marketing
Lisa,Female,10/17/2003,1:42 PM,73706,18.53,false,Finance
Juan,Male,10/6/1993,8:52 AM,85871,9.16,false,Product
Anthony,Male,1/30/2014,9:04 PM,96795,14.837,false,Sales
David,Male,12/5/2009,8:48 AM,92242,15.407,false,Legal
Marilyn,Female,10/8/2007,12:32 AM,115149,11.934,true,Legal
Margaret,Female,1/4/2001,3:07 AM,126924,1.552,true,Finance
,Male,11/24/2015,3:11 AM,145329,7.1,,Finance
Timothy,Male,8/25/1991,10:37 AM,92587,8.475,false,Finance
Brandon,Male,10/23/1995,12:04 PM,60263,2.709,false,Sales
Frank,Male,7/27/2013,4:32 PM,91406,5.681,true,Business Development
Betty,Female,11/19/2002,10:40 AM,37005,7.645,true,Marketing
Janice,,11/19/1991,6:02 PM,139791,16.968,false,Business Development
Victor,Male,3/10/2010,5:01 PM,45267,3.942,true,Sales
Kenneth,,2/28/1994,10:10 AM,95296,10.146,false,Finance
Jane,Female,4/27/2012,2:12 PM,59680,15.211,true,Business Development
Walter,Male,5/21/1992,12:39 AM,144701,16.323,true,Marketing
Christina,Female,6/23/2002,3:18 PM,35477,18.178,false,Human Resources
Patricia,Female,10/10/1995,4:52 PM,119266,6.911,false,Distribution
,Male,5/23/2001,7:52 PM,103877,6.322,,Distribution
Heather,Female,7/29/1983,10:48 AM,47605,14.955,true,Human Resources
Stephanie,Female,6/26/1988,5:48 AM,136604,6.16,true,Human Resources
Alice,Female,2/9/2013,12:49 AM,121250,4.363,true,Finance
Frances,Female,5/16/2014,8:31 AM,35884,17.667,false,Sales
Elizabeth,Female,7/27/1998,11:12 AM,137144,10.081,false,Finance
Janice,Female,12/17/2009,6:42 AM,102697,3.283,false,Engineering
Donald,Male,8/1/1991,2:25 AM,61999,6.466,false,Product
Melissa,Female,10/22/2002,1:20 AM,45223,8.879,true,Legal
Carl,Male,7/7/2010,1:33 PM,54033,15.528,true,Business Development
Joe,Male,12/8/1998,10:28 AM,126120,1.02,false,
Lois,Female,12/11/2015,4:10 PM,99747,6.168,false,Marketing
Ann,Female,9/28/2001,6:37 AM,71958,5.272,true,Distribution
Todd,Male,1/4/1983,12:34 PM,115566,6.716,true,Client Services
Marilyn,Female,1/16/1996,7:18 AM,118369,7.696,true,Business Development
Shawn,Male,3/13/2008,5:36 PM,51667,6.339,false,Product
Ryan,Male,4/27/1999,3:41 AM,85858,19.475,false,Client Services
Sean,Male,3/21/2009,11:38 AM,131423,8.957,false,Distribution
Rose,Female,1/2/2002,9:14 PM,49538,9.828,false,Client Services
George,Male,6/5/2015,5:40 AM,50369,18.9,true,Sales
Arthur,Male,12/5/2013,8:44 AM,86615,3.412,true,Business Development
Irene,,2/28/1991,10:23 PM,135369,4.38,false,Business Development
Deborah,Female,11/11/2003,4:53 PM,60003,9.624,false,Client Services
,Female,8/23/2000,4:19 PM,95866,19.388,,Sales
Judith,Female,3/1/2004,7:32 AM,109324,19.488,false,Distribution
Philip,Male,3/11/2005,10:56 AM,103557,16.014,true,Business Development
Jeffrey,Male,9/20/1986,6:06 AM,111376,2.673,true,Business Development
Theresa,Female,4/27/2001,9:17 PM,75661,1.079,true,Legal
Nancy,Female,9/10/2001,11:57 PM,85213,2.386,true,Marketing
Harold,Male,6/23/2012,12:40 PM,140444,3.771,false,Distribution
Bonnie,Female,12/23/2008,9:26 AM,90427,2.01,true,Client Services
Doris,Female,7/5/1993,5:54 PM,141439,3.799,false,Business Development
Samuel,Male,8/7/1997,12:40 PM,43694,3.787,true,Engineering
Alice,Female,3/23/1996,3:09 AM,131952,12.09,false,Engineering
Maria,Female,3/14/2003,5:23 PM,96250,10.056,false,Business Development
Aaron,,1/22/1986,7:39 PM,63126,18.424,false,Client Services
Mark,,9/9/2006,12:27 PM,44836,2.657,false,Client Services
Ralph,,7/28/1995,6:53 PM,70635,2.147,false,Client Services
Andrew,Male,9/28/1990,9:38 AM,137386,8.611,true,Distribution
William,Male,6/26/1997,8:33 AM,104840,15.653,true,Engineering
Lori,Female,11/20/2015,1:15 PM,75498,6.537,true,Marketing
Wayne,Male,9/8/2006,11:09 AM,67471,2.728,false,Engineering
Kenneth,Male,5/10/2006,8:24 AM,101914,1.905,true,Distribution
Gerald,,4/15/1989,12:44 PM,93712,17.426,true,Distribution
,Female,9/15/1985,1:50 AM,133472,16.941,,Distribution
,Male,7/30/2012,3:07 PM,107351,5.329,,Marketing
Ashley,Female,3/31/2006,1:24 PM,142410,11.048,true,Engineering
Scott,Male,8/20/2011,8:08 AM,37385,8.226,true,Business Development
Paula,Female,5/21/1983,11:42 AM,58423,10.833,false,Business Development
,Female,9/14/2010,5:19 AM,143638,9.662,,
Teresa,Female,1/22/2013,3:17 PM,113425,11.907,true,Human Resources
Randy,Male,2/25/2012,5:33 AM,57266,14.077,false,Product
Joe,Male,1/19/1980,4:06 PM,119667,1.148,true,Finance
Sarah,Female,8/17/2014,11:08 PM,127118,11.176,false,Legal
Beverly,Female,10/17/1986,12:51 AM,80838,8.115,false,Engineering
Jeffrey,Male,2/3/1984,1:26 PM,70990,15.901,true,Sales
Gloria,Female,10/24/1987,4:43 AM,39833,9.631,false,Engineering
Albert,Male,9/19/1992,2:35 AM,45094,5.85,true,Business Development
Stephen,Male,10/29/1989,11:34 PM,93997,18.093,true,Business Development
Antonio,,6/18/1989,9:37 PM,103050,3.05,false,Legal
Jonathan,Male,8/21/2013,12:45 AM,121797,16.923,false,Product
Ann,Female,9/23/1994,11:15 AM,89443,17.94,true,Sales
Bruce,Male,5/7/1980,8:00 PM,35802,12.391,true,Sales
Catherine,Female,9/25/1989,1:31 AM,68164,18.393,false,Client Services
Louis,Male,8/16/2011,5:19 PM,93022,9.146,true,Human Resources
Thomas,Male,3/12/2016,3:10 PM,105681,19.572,false,Engineering
Louise,Female,3/27/1995,10:27 PM,43050,11.671,false,Distribution
Linda,Female,2/4/2010,8:49 PM,44486,17.308,true,Engineering
Alice,Female,9/3/1988,8:54 PM,63571,15.397,true,Product
Patrick,Male,12/30/2002,2:01 AM,75423,5.368,true,Business Development
Victor,,7/28/2006,2:49 PM,76381,11.159,true,Sales
Russell,Male,5/10/2013,11:08 PM,137359,11.105,false,Business Development
Harry,Male,8/30/2011,6:31 PM,67656,16.455,true,Client Services
Susan,Female,4/7/1995,10:05 PM,92436,12.467,false,Sales
Denise,Female,10/19/1992,5:42 AM,137954,4.195,true,Legal
Sarah,Female,12/4/1995,9:16 AM,124566,5.949,false,Product
Sean,Male,1/17/1983,2:23 PM,66146,11.178,false,Human Resources
Ernest,Male,7/20/2013,6:41 AM,142935,13.198,true,Product
Kimberly,Female,1/26/2013,12:57 AM,46233,8.862,true,Engineering
James,Male,1/15/1993,5:19 PM,148985,19.28,false,Legal
Rose,Female,4/6/1982,10:43 AM,91411,8.639,true,Human Resources
John,Male,12/23/1982,10:35 PM,146907,11.738,false,Engineering
Maria,Female,10/15/2011,4:53 PM,43455,13.04,false,Engineering
Stephen,,7/10/1983,8:10 PM,85668,1.909,false,Legal
Donna,Female,11/26/1982,7:04 AM,82871,17.999,false,Marketing
Gloria,Female,12/8/2014,5:08 AM,136709,10.331,true,Finance
Alice,Female,10/5/2004,9:34 AM,47638,11.209,false,Human Resources
Justin,,2/10/1991,4:58 PM,38344,3.794,false,Legal
Robin,Female,7/24/1987,1:35 PM,100765,10.982,true,Client Services
Rose,Female,8/25/2002,5:12 AM,134505,11.051,true,Marketing
Anthony,Male,10/16/2011,8:35 AM,112769,11.625,true,Finance
Tina,Female,5/15/1997,3:53 PM,56450,19.04,true,Engineering
George,Male,6/21/2013,5:47 PM,98874,4.479,true,Marketing
Henry,,11/23/2014,6:09 AM,132483,16.655,false,Distribution
Phillip,Male,1/31/1984,6:30 AM,42392,19.675,false,Finance
Russell,Male,5/20/2013,12:39 PM,96914,1.421,false,Product
Larry,Male,4/20/2013,4:45 PM,60500,11.985,false,Business Development
Albert,Male,5/15/2012,6:24 PM,129949,10.169,true,Sales
